0100100100001;100.0; 85.0;  0.0;  9.8;  0.0;  4.0;  0.0;  1.0;  0.0;  0.1; 17.2; 23.4; 82.8; 76.6;     41;125,702; 19.4; 13.8; 13.3; 13.2; 14.2; 15.9; 66.2; 51.3; 54.6; 50.3; 53.4; 66.2; 33.8; 48.6; 45.2; 49.6; 46.5; 33.7; 18.7; 19.4; 20.2; 17.6; 14.1; 18.8; 18.7; 15.1; 13.3; 14.1; 14.5; 13.2;155.5;208.7;223.1;207.4; $41,635; $54,446; $53,535; $43,171; $66,038; $93,976; $89,766; $77,268;  0.0;     ;  0.0;  1.7;  4.6;  0.5;  0.0;     ;  0.0;  1.8;  6.6;  0.3;
0100100102002;100.0; 85.0;  0.0;  9.8;  0.0;  4.0;  0.0;  1.0;  0.0;  0.1; 17.2; 23.4; 82.8; 76.6;     41;125,702; 19.4; 13.8; 13.3; 13.2; 14.2; 15.9; 66.2; 51.3; 54.6; 50.3; 53.4; 66.2; 33.8; 48.6; 45.2; 49.6; 46.5; 33.7; 18.7; 19.4; 20.2; 17.6; 14.1; 18.8; 18.7; 15.1; 13.3; 14.1; 14.5; 13.2;155.5;208.7;223.1;207.4; $41,635; $54,446; $53,535; $43,171; $66,038; $93,976; $89,766; $77,268;  0.0;     ;  0.0;  1.7;  4.6;  0.5;  0.0;     ;  0.0;  1.8;  6.6;  0.3;
0100100200001; 97.7; 85.0;  0.0;  9.8;  0.0;  4.0;  0.0;  1.0;  2.3;  0.1; 16.3; 23.4; 83.7; 76.6;     43;125,702; 14.0; 13.8; 13.3; 13.2; 14.2; 15.9; 51.2; 51.3; 54.6; 50.3; 53.4; 66.2; 48.8; 48.6; 45.2; 49.6; 46.5; 33.7; 15.3; 19.4; 20.2; 17.6; 15.4; 18.8; 18.7; 15.1; 12.2; 14.1; 14.5; 13.2;191.3;208.7;223.1;207.4; $35,981; $54,446; $53,535; $43,171; $71,237; $93,976; $89,766; $77,268;  0.0;     ;  0.0;  1.7;  4.6;  0.5;  0.0;     ;  0.0;  1.8;  6.6;  0.3;
0100100202002; 97.7; 85.0;  0.0;  9.8;  0.0;  4.0;  0.0;  1.0;  2.3;  0.1; 16.3; 23.4; 83.7; 76.6;     43;125,702; 14.0; 13.8; 13.3; 13.2; 14.2; 15.9; 51.2; 51.3; 54.6; 50.3; 53.4; 66.2; 48.8; 48.6; 45.2; 49.6; 46.5; 33.7; 15.3; 19.4; 20.2; 17.6; 15.4; 18.8; 18.7; 15.1; 12.2; 14.1; 14.5; 13.2;191.3;208.7;223.1;207.4; $35,981; $54,446; $53,535; $43,171; $71,237; $93,976; $89,766; $77,268;  0.0;     ;  0.0;  1.7;  4.6;  0.5;  0.0;     ;  0.0;  1.8;  6.6;  0.3;
0100100300001;100.0; 85.0;  0.0;  9.8;  0.0;  4.0;  0.0;  1.0;  0.0;  0.1; 23.7; 23.4; 76.3; 76.6;     72;125,702; 16.3; 13.8; 13.3; 13.2; 14.2; 15.9; 66.6; 51.3; 54.6; 50.3; 53.4; 66.2; 33.4; 48.6; 45.2; 49.6; 46.5; 33.7; 17.1; 19.4; 20.2; 17.6; 15.5; 18.8; 18.7; 15.1; 12.7; 14.1; 14.5; 13.2;171.7;208.7;223.1;207.4; $40,419; $54,446; $53,535; $43,171; $70,240; $93,976; $89,766; $77,268;  0.0;     ;  0.0;  1.7;  4.6;  0.5;  0.0;     ;  0.0;  1.8;  6.6;  0.3;
0100100301001;100.0; 85.0;  0.0;  9.8;  0.0;  4.0;  0.0;  1.0;  0.0;  0.1; 23.7; 23.4; 76.3; 76.6;     72;125,702; 16.3; 13.8; 13.3; 13.2; 14.2; 15.9; 66.6; 51.3; 54.6; 50.3; 53.4; 66.2; 33.4; 48.6; 45.2; 49.6; 46.5; 33.7; 17.1; 19.4; 20.2; 17.6; 15.5; 18.8; 18.7; 15.1; 12.7; 14.1; 14.5; 13.2;171.7;208.7;223.1;207.4; $40,419; $54,446; $53,535; $43,171; $70,240; $93,976; $89,766; $77,268;  0.0;     ;  0.0;  1.7;  4.6;  0.5;  0.0;     ;  0.0;  1.8;  6.6;  0.3;
0100100302003;100.0; 85.0;  0.0;  9.8;  0.0;  4.0;  0.0;  1.0;  0.0;  0.1; 23.7; 23.4; 76.3; 76.6;     72;125,702; 16.3; 13.8; 13.3; 13.2; 14.2; 15.9; 66.6; 51.3; 54.6; 50.3; 53.4; 66.2; 33.4; 48.6; 45.2; 49.6; 46.5; 33.7; 17.1; 19.4; 20.2; 17.6; 15.5; 18.8; 18.7; 15.1; 12.7; 14.1; 14.5; 13.2;171.7;208.7;223.1;207.4; $40,419; $54,446; $53,535; $43,171; $70,240; $93,976; $89,766; $77,268;  0.0;     ;  0.0;  1.7;  4.6;  0.5;  0.0;     ;  0.0;  1.8;  6.6;  0.3;
0100100302008;100.0; 85.0;  0.0;  9.8;  0.0;  4.0;  0.0;  1.0;  0.0;  0.1; 23.7; 23.4; 76.3; 76.6;     72;125,702; 16.3; 13.8; 13.3; 13.2; 14.2; 15.9; 66.6; 51.3; 54.6; 50.3; 53.4; 66.2; 33.4; 48.6; 45.2; 49.6; 46.5; 33.7; 17.1; 19.4; 20.2; 17.6; 15.5; 18.8; 18.7; 15.1; 12.7; 14.1; 14.5; 13.2;171.7;208.7;223.1;207.4; $40,419; $54,446; $53,535; $43,171; $70,240; $93,976; $89,766; $77,268;  0.0;     ;  0.0;  1.7;  4.6;  0.5;  0.0;     ;  0.0;  1.8;  6.6;  0.3;
0100100400001;100.0; 85.0;  0.0;  9.8;  0.0;  4.0;  0.0;  1.0;  0.0;  0.1; 26.9; 23.4; 73.1; 76.6;     52;125,702; 15.2; 13.8; 13.3; 13.2; 14.2; 15.9; 65.4; 51.3; 54.6; 50.3; 53.4; 66.2; 34.6; 48.6; 45.2; 49.6; 46.5; 33.7; 20.9; 19.4; 20.2; 17.6; 13.8; 18.8; 18.7; 15.1; 12.8; 14.1; 14.5; 13.2;191.3;208.7;223.1;207.4; $36,548; $54,446; $53,535; $43,171; $71,930; $93,976; $89,766; $77,268;  0.0;     ;  0.0;  1.7;  4.6;  0.5;  0.0;     ;  0.0;  1.8;  6.6;  0.3;
0100100401001;100.0; 85.0;  0.0;  9.8;  0.0;  4.0;  0.0;  1.0;  0.0;  0.1; 26.9; 23.4; 73.1; 76.6;     52;125,702; 15.2; 13.8; 13.3; 13.2; 14.2; 15.9; 65.4; 51.3; 54.6; 50.3; 53.4; 66.2; 34.6; 48.6; 45.2; 49.6; 46.5; 33.7; 20.9; 19.4; 20.2; 17.6; 13.8; 18.8; 18.7; 15.1; 12.8; 14.1; 14.5; 13.2;191.3;208.7;223.1;207.4; $36,548; $54,446; $53,535; $43,171; $71,930; $93,976; $89,766; $77,268;  0.0;     ;  0.0;  1.7;  4.6;  0.5;  0.0;     ;  0.0;  1.8;  6.6;  0.3;
