0302505002002;  ;54;54  
0302505002003;  ;54;54  
0302505002004;  ;54;54  
0302505002005;  ;55;54  
0302620100003;  ;51;51  
0302620101001;  ;51;51  
0302620102001;  ;51;51  
0302620200002;  ;51;51  
0302620201001;  ;51;51  
0302620202001;  ;51;51  
0302620300001;  ;51;51  
0302620301002;  ;51;51  
0302620302004;  ;51;51  
0302620302008;  ;51;51  
0302620400002;  ;49;49  
0302620402001;  ;49;49  
0400410000001;  ;35;35  
0400410001002;  ;35;35  
0400410001003;  ;35;35  
0400410002003;  ;35;35  
0400410002004;  ;35;35  
0400410002005;  ;35;35  
0400410002007;  ;35;35  
0400410002008;  ;35;35  
0400410002009;  ;35;35  
0400420000003;  ;35;35  
0400420002001;  ;35;35  
0400420002002;  ;35;35  
0400420002004;  ;35;35  
0400420002005;  ;35;35  
0410112200002;  ;34;34  
0410112201005;  ;34;34  
0410112202005;  ;34;34  
0410112202006;  ;34;34  
0410112202007;  ;34;34  
0410112202008;  ;34;34  
0410112202010;  ;34;34  
0410112202011;  ;34;34  
0410112202013;  ;34;34  
0410112202014;  ;34;34  
0410112202015;  ;34;34  
0410113101002;  ;34;34  
0410113102001;  ;34;34  
0410113102002;  ;34;34  
0410113102003;  ;34;34  
0410113302001;  ;35;35  
0410113402001;  ;34;34  
0410114001001;  ;34;34  
0410114002001;  ;34;34  
0410114002002;  ;34;34  
0410120500001;  ;34;34  
0410120500002;  ;34;34  
0410120500003;  ;35;34  
0410120500004;  ;34;34  
0410120501001;  ;34;34  
0410120501006;  ;35;34  
0410120501008;  ;34;34  
0410120501009;  ;34;34  
0410120501010;  ;34;34  
0410120502014;  ;34;34  
0410120502016;  ;34;34  
0410120502017;  ;35;34  
0410120502018;  ;35;34  
0410120502019;  ;34;34  
0410120502020;  ;35;34  
0410120502022;  ;34;34  
0410120502023;  ;34;34  
0410120502024;  ;34;34  
0410120502027;  ;34;34  
0410120502029;  ;35;34  
0410120502034;  ;34;34  
0410120502037;  ;34;34  
0410120502038;  ;34;34  
0410120502039;  ;35;34  
0410120502040;  ;34;34  
0410120502041;  ;34;34  
0410120502043;  ;34;34  
0410120502046;  ;34;34  
0410120502047;  ;34;34  
0410120502048;  ;34;34  
0410120502051;  ;34;34  
0410120502053;  ;34;34  
0410120502054;  ;34;34  
0410120502056;  ;35;34  
0410120502057;  ;34;34  
0410120502058;  ;34;34  
0410120502059;  ;35;34  
0410120502062;  ;34;34  
0410120502063;  ;34;34  
0410120502064;  ;34;34  
0410120502066;  ;34;34  
0410120502067;  ;35;34  
0410120502078;  ;34;34  
0410120502080;  ;34;34  
0410120502082;  ;35;34  
0410120502083;  ;34;34  
0410120502084;  ;34;34  
0410120502085;  ;34;34  
0410120502086;  ;34;34  
0410120700001;  ;34;34  
0410132000001;  ;34;34  
0410132001002;  ;34;34  
0410132002003;  ;34;34  
0410132002004;  ;34;34  
0410132002005;  ;34;34  
0410132100001;  ;45;45  
0410132101001;  ;45;45  
0410132102002;  ;45;45  
0410132200001;  ;45;45  
0410132201001;  ;45;45  
0410132202001;  ;45;45  
0410132300001;  ;45;45  
0410132301002;  ;45;45  
0410132302003;  ;45;45  
0410132302005;  ;45;45  
0410132302006;  ;45;45  
0800830000001;  ;36;36  
0800830002002;  ;36;36  
0800830100001;  ;36;36  
0800830102001;  ;36;36  
0800830400001;  ;36;36  
0800830402003;  ;36;36  
0800830800001;  ;45;45  
0800830802002;  ;45;45  
0800830802003;  ;45;45  
0800839900002;  ;45;45  
0800839901001;  ;36;45  
0800839902001;  ;36;45  
0800839902002;  ;45;45  
0804311900003;  ;45;45  
0804311902002;  ;45;45  
0804312000002;  ;45;45  
0804312001001;  ;45;45  
0804312002002;  ;45;45  
0804320500001;  ;45;45  
0804320501001;  ;45;45  
0804320502002;  ;45;45  
0804320502004;  ;45;45  
0804320600003;  ;45;45  
0804320601001;  ;45;45  
0804320602002;  ;45;45  
0804321000002;  ;45;45  
0804321001001;  ;45;45  
0804321002003;  ;45;45  
0804321100002;  ;45;45  
0804321101001;  ;45;45  
0804321102001;  ;45;45  
0808914500001;  ;45;45  
0808914501002;  ;45;45  
0808914502003;  ;45;45  
0808914502004;  ;45;45  
0808914502005;  ;45;45  
0808914502006;  ;45;45  
0808914502012;  ;45;45  
0808914502015;  ;45;45  
0808914502017;  ;45;45  
0808920000001;  ;45;45  
0808920001001;  ;45;45  
0808920002001;  ;45;45  
0808920100001;  ;45;45  
0808920102003;  ;45;45  
0808920200001;  ;45;45  
0808920201002;  ;45;45  
0808920202003;  ;45;45  
0808920202004;  ;45;45  
0808920300001;  ;45;45  
0808920301001;  ;45;45  
0808920302003;  ;45;45  
0901000100001;  ;53;53  
0901000102002;  ;53;53  
0901000300001;  ;55;55  
0901000301002;  ;55;55  
0901000302003;  ;55;55  
0901000302004;  ;55;55  
0901000302005;  ;55;55  
0901000400001;  ;52;52  
0901000400002;  ;52;52  
0901000401003;  ;52;52  
0901000401005;  ;52;52  
0901000401007;  ;52;52  
0901000402007;  ;52;52  
0901000402008;  ;52;52  
0901000402010;  ;52;52  
0901000402011;  ;52;52  
0901000402013;  ;52;52  
0901000402017;  ;53;52  
0901000402020;  ;52;52  
0901000402021;  ;52;52  
0901000402024;  ;52;52  
0901000402026;  ;52;52  
0901000402027;  ;53;52  
0901000700007;  ;55;52  
0901000701005;  ;55;52  
0901000702006;  ;55;52  
0901000702007;  ;52;52  
0901000800001;  ;52;52  
0901000801001;  ;52;52  
0901000802001;  ;52;52  
0901011600001;  ;52;52  
0901011601002;  ;52;52  
0901011602004;  ;52;52  
0901011602005;  ;52;52  
0901011602007;  ;52;52  
0901011602008;  ;52;52  
0901011602012;  ;52;52  
0901011602013;  ;52;52  
0901013002001;  ;52;52  
0901013701003;  ;52;52  
0901013702001;  ;52;52  
0901013702002;  ;52;52  
0901013702006;  ;52;52  
0901013702007;  ;52;52  
0901014202001;  ;52;52  
0901016902001;  ;52;52  
0901018802001;  ;52;52  
0901019201001;  ;52;52  
0901019202002;  ;52;52  
0901019300001;  ;52;52  
0901021202001;  ;52;52  
0901030500001;  ;52;52  
0902700500001;  ;53;53  
0902700501003;  ;53;53  
0902700502004;  ;53;53  
0902701000001;  ;53;53  
0902701001002;  ;53;53  
0902701002002;  ;53;53  
0902701002004;  ;53;53  
1001100100002;  ;49;49  
1001100101001;  ;49;49  
1001100102001;  ;49;49  
1001100300006;  ;49;49  
1001100301005;  ;49;49  
1001100302001;  ;49;49  
1001100302002;  ;49;49  
1001100302003;  ;49;49  
1001100302004;  ;49;49  
1001100302005;  ;44;49  
1001100302006;  ;44;49  
1001100400002;  ;44;44  
1001100401001;  ;44;44  
1001100402001;  ;44;44  
1001100800006;  ;49;49  
1001100801005;  ;49;49  
1001100802001;  ;49;49  
1001100802003;  ;49;49  
1001100802004;  ;51;49  
1001101400001;  ;49;49  
1001101402001;  ;49;49  
1006800200001;  ;49;49  
1006800201002;  ;49;49  
1006800202003;  ;49;49  
1006800202005;  ;49;49  
1006800300001;  ;49;49  
1006800301002;  ;49;49  
1006800302003;  ;49;49  
1006800302006;  ;49;49  
1006800302007;  ;49;49  
1006801200001;  ;49;49  
1006801201002;  ;49;49  
1006801202003;  ;49;49  
1006801202004;  ;49;49  
1006801202006;  ;49;49  
1006801202007;  ;49;49  
1006802200001;  ;49;49  
1006802202003;  ;49;49  
1006802202004;  ;49;49  
11012002C0001;  ;55;55  
11012002C1002;  ;55;55  
11012002C2003;  ;55;55  
11012002C2005;  ;55;55  
11012003C0001;  ;55;55  
11012003C1001;  ;55;55  
11012003C2005;  ;55;55  
11012004C0001;  ;55;55  
11012004C1001;  ;55;55  
11012004C2003;  ;55;55  
1101500100001;  ;55;55  
1101500101002;  ;55;55  
1101500102003;  ;55;55  
1101500102004;  ;55;55  
1101500102006;  ;55;55  
1101500102007;  ;55;55  
1101500102008;  ;55;55  
1101500200001;  ;55;55  
1101500201003;  ;55;55  
1101500202015;  ;55;55  
1101500202016;  ;55;55  
1101500500002;  ;55;55  
1101500502001;  ;55;55  
1101800300001;  ;55;55  
1101800301001;  ;55;55  
1101800302002;  ;55;55  
1101800302005;  ;55;55  
1101807700001;  ;55;55  
1101807701001;  ;55;55  
1101807702003;  ;55;55  
1102130100001;  ;55;55  
1102130101004;  ;55;55  
1102130102002;  ;55;55  
1102130200001;  ;55;51  
1102130201001;  ;55;51  
1102130202001;  ;55;51  
1102130500001;  ;55;55  
1102130501001;  ;55;55  
1102130502003;  ;55;55  
1102130600001;  ;55;55  
1102130602002;  ;55;55  
1102300100001;  ;55;55  
1102300102001;  ;55;55  
1102300102002;  ;55;55  
1102300300001;  ;55;55  
1102300302002;  ;55;55  
1102300401001;  ;55;55  
1102300402001;  ;55;55  
1102300600001;  ;55;55  
1102300601001;  ;55;55  
1102300602003;  ;55;55  
1102309500001;  ;55;55  
1102309501001;  ;55;55  
1102309502003;  ;55;55  
1102309502006;  ;55;55  
1107030000004;  ;51;51  
1107030001001;  ;51;51  
1107030002001;  ;51;51  
1107030200001;  ;51;51  
1107030201001;  ;51;51  
1107030202001;  ;51;51  
1107030202002;  ;51;51  
1107030300002;  ;51;51  
1107030302001;  ;51;51  
1108700100002;  ;51;55  
1108700102002;  ;51;55  
11087003A0001;  ;51;51  
11087003A2001;  ;51;51  
11087003A2002;  ;51;51  
1108700400001;  ;55;55  
1108700402002;  ;55;55  
1108700402003;  ;55;55  
1108700402006;  ;55;55  
11087005A0001;  ;55;55  
11087005A2003;  ;55;55  
1108702100001;  ;51;49  
1108702101001;  ;49;49  
1108702102001;  ;51;49  
1108702102002;  ;49;49  
1201301000002;  ;54;54  
1201301001001;  ;54;54  
1201301002001;  ;54;54  
1201302500001;  ;54;54  
1201302502004;  ;54;54  
1201303500001;  ;54;54  
1201303501001;  ;54;54  
1201303502001;  ;54;54  
1201303502002;  ;54;54  
1201303502005;  ;54;54  
1201303502006;  ;54;54  
1201700100001;  ;55;55  
1201700102002;  ;55;55  
1201700200001;  ;55;55  
1201700201005;  ;55;55  
1201700202004;  ;55;55  
1201700202007;  ;55;55  
1201700300001;  ;55;55  
1201700302002;  ;55;55  
1201700400001;  ;55;55  
1201700402002;  ;55;55  
1204000100001;  ;54;54  
1204000101003;  ;54;54  
1204000102002;  ;54;54  
1204000102004;  ;54;54  
1204000102005;  ;54;54  
1204000102009;  ;54;54  
1204000102011;  ;54;54  
1205101000001;  ;55;55  
1205101002001;  ;55;55  
1205101002005;  ;55;55  
1205101002008;  ;55;55  
1205102000008;  ;55;55  
1205102001007;  ;55;55  
1205102002007;  ;55;55  
1208000100001;  ;54;54  
1208000101002;  ;54;54  
1208000102008;  ;54;54  
1208000200001;  ;54;54  
1208000201002;  ;54;54  
1208000202002;  ;54;54  
1301400100001;  ;54;54  
1301400101001;  ;54;54  
1301400102002;  ;54;54  
1301400300006;  ;51;51  
1301400301001;  ;51;51  
1301400302001;  ;51;51  
1301400302002;  ;51;51  
1301400302004;  ;58;51  
1301400302005;  ;58;51  
1301401202001;  ;54;54  
1301401202002;  ;54;54  
1301402102001;  ;51;51  
1301404602001;  ;54;54  
1301405702001;  ;54;54  
1301406002001;  ;54;54  
1301406202001;  ;58;58  
1301406302001;  ;58;58  
1301407100001;  ;54;54  
1301414152001;  ;54;51  
1301418602001;  ;54;54  
1305800102001;  ;54;54  
1305800202001;  ;54;54  
1305800702001;  ;54;54  
1305801001001;  ;54;54  
1305801002001;  ;54;54  
1305810000002;  ;54;54  
1305810001001;  ;54;54  
1305810002001;  ;54;54  
1305811102004;  ;54;54  
1305811102005;  ;54;54  
1305812202001;  ;54;54  
1305813302001;  ;54;54  
1305813501001;  ;54;54  
1305813502003;  ;54;54  
1305813502005;  ;54;54  
1305813502006;  ;54;54  
1305813502007;  ;54;54  
1305813502008;  ;54;54  
1305820000001;  ;54;54  
1305840100001;  ;54;54  
1305840101001;  ;54;54  
1305840102002;  ;54;54  
1305840102003;  ;54;54  
1305850100001;  ;54;54  
1305850101002;  ;54;54  
1305850102002;  ;54;54  
1305860000001;  ;54;54  
1305870000001;  ;54;54  
1309500102001;  ;58;58  
1309501000001;  ;58;58  
1309501002002;  ;58;58  
1309501002003;  ;58;58  
1309501102001;  ;58;58  
1309501502001;  ;58;58  
1309502902001;  ;58;58  
1309504902001;  ;58;58  
1309504902002;  ;58;58  
1309509900001;  ;58;58  
1401601501011;  ;27;27  
1401601501014;  ;33;27  
1401601501018;  ;27;27  
1401601502001;  ;27;27  
1401601502003;  ;33;27  
1401601502004;  ;27;27  
1401601502005;  ;27;27  
1401601502006;  ;27;27  
1401601502007;  ;27;27  
1401601502008;  ;27;27  
1401601502009;  ;27;27  
1401601502010;  ;27;27  
1401601502013;  ;27;27  
1401601502015;  ;27;27  
1401601502018;  ;33;27  
1401601502019;  ;27;27  
1401601502020;  ;27;27  
1401601502023;  ;27;27  
1401602101002;  ;27;27  
1401602101006;  ;30;27  
1401602101007;  ;27;27  
1401602102003;  ;27;27  
1401602102004;  ;29;27  
1401602102007;  ;27;27  
1401602102009;  ;30;27  
1401602102010;  ;27;27  
1401602102011;  ;27;27  
1401602102013;  ;27;27  
1401602102014;  ;30;27  
1401602102015;  ;30;27  
1401602301002;  ;27;27  
1401602302001;  ;27;27  
1401602302004;  ;27;27  
1401602302005;  ;27;27  
1401602501014;  ;33;33  
1401602501015;  ;27;33  
1401602502002;  ;33;33  
1401602502004;  ;27;33  
1401602502005;  ;27;33  
1401602502009;  ;27;33  
1401602502011;  ;27;33  
1401602502016;  ;33;33  
1401602502018;  ;27;33  
1401602601006;  ;29;29  
1401602602001;  ;27;29  
1401602602003;  ;29;29  
1401602701005;  ;29;29  
1401602702001;  ;29;29  
1401602702002;  ;30;29  
1401602702004;  ;29;29  
1401602801004;  ;29;29  
1401602802002;  ;29;29  
1401602802003;  ;29;29  
1401602802006;  ;29;29  
1401602902001;  ;09;09  
1401602902002;  ;09;09  
1401603001001;  ;09;09  
1401603002002;  ;09;09  
1401603002003;  ;29;09  
1401603101001;  ;29;29  
1401603102002;  ;09;29  
1401603401006;  ;09;09  
1401603401007;  ;09;09  
1401603402001;  ;09;09  
1401603402002;  ;09;09  
1401603402003;  ;08;09  
1401603402004;  ;09;09  
1401603402005;  ;09;09  
1401603402008;  ;09;09  
1401603501001;  ;29;29  
1401603502001;  ;29;29  
1401603502002;  ;29;29  
1401603601005;  ;09;09  
1401603602001;  ;09;09  
1401603602002;  ;09;09  
1401603602003;  ;09;09  
1401603602004;  ;09;09  
1401603701001;  ;09;09  
1401603702003;  ;09;09  
1401603802001;  ;09;09  
1401603901008;  ;09;09  
1401603902002;  ;09;09  
1401603902003;  ;09;09  
1401603902005;  ;09;09  
1401603902006;  ;09;09  
1401603902007;  ;09;09  
1401605401001;  ;28;28  
1401605401012;  ;28;28  
1401605401018;  ;22;28  
1401605401019;  ;28;28  
1401605401020;  ;22;28  
1401605402002;  ;28;28  
1401605402003;  ;22;28  
1401605402005;  ;28;28  
1401605402006;  ;22;28  
1401605402007;  ;28;28  
1401605402008;  ;28;28  
1401605402009;  ;28;28  
1401605402010;  ;28;28  
1401605402011;  ;22;28  
1401605402013;  ;22;28  
1401605402015;  ;28;28  
1401605402018;  ;28;28  
1401605402019;  ;22;28  
1401605402022;  ;22;28  
1401605402023;  ;28;28  
1401605402026;  ;22;28  
1401605402027;  ;28;28  
1401605402028;  ;28;28  
1401605402029;  ;28;28  
1401605402030;  ;28;28  
1401605402031;  ;28;28  
1401605402032;  ;28;28  
1401605701004;  ;33;33  
1401605702002;  ;33;33  
1401605702005;  ;33;33  
1401605901010;  ;33;33  
1401605901012;  ;33;33  
1401605901016;  ;33;33  
1401605902001;  ;29;33  
1401605902002;  ;33;33  
1401605902003;  ;33;33  
1401605902006;  ;33;33  
1401605902008;  ;33;33  
1401605902009;  ;33;33  
1401605902014;  ;33;33  
1401605902016;  ;33;33  
1401605902018;  ;33;33  
1401605902019;  ;33;33  
1401605902020;  ;33;33  
1401606201001;  ;33;33  
1401606201003;  ;33;33  
1401606202001;  ;33;33  
1401606202002;  ;29;33  
1401606202004;  ;33;33  
1401606202005;  ;33;33  
1401606202008;  ;29;33  
1401606202009;  ;33;33  
1401606202010;  ;33;33  
1401606202011;  ;33;33  
1401606202012;  ;29;33  
1401606301003;  ;10;29  
1401606302006;  ;10;29  
1401606302008;  ;29;29  
1401606302009;  ;10;29  
1401606302010;  ;08;29  
1401606302011;  ;08;29  
1401606302012;  ;29;29  
1401606401006;  ;10;33  
1401606401007;  ;33;33  
1401606402001;  ;33;33  
1401606402004;  ;33;33  
1401606402005;  ;33;33  
1401606402011;  ;33;33  
1401606402012;  ;33;33  
1401606501002;  ;09;09  
1401606501007;  ;09;09  
1401606501012;  ;09;09  
1401606502004;  ;09;09  
1401606502005;  ;09;09  
1401606502009;  ;09;09  
1401606502010;  ;09;09  
1401606502014;  ;09;09  
1401606502015;  ;09;09  
1401606502019;  ;09;09  
1401606502020;  ;09;09  
1401606502021;  ;09;09  
1401606502022;  ;09;09  
1401606502023;  ;09;09  
1401606502024;  ;09;09  
1401606701002;  ;08;08  
1401606702003;  ;08;08  
1401606801002;  ;09;09  
1401606802001;  ;09;09  
1401606802004;  ;09;09  
1401606802005;  ;09;09  
1401606901003;  ;08;08  
1401606902001;  ;08;08  
1401606902004;  ;08;08  
1401607002003;  ;09;09  
1401607102001;  ;08;08  
1401607202002;  ;08;08  
1401607302001;  ;08;08  
1401607351003;  ;08;08  
1401607352002;  ;09;08  
1401607352003;  ;09;08  
1401607401001;  ;08;08  
1401607402003;  ;08;08  
1401607402004;  ;08;08  
1401607802001;  ;39;39  
1401607902001;  ;10;33  
1401608002001;  ;10;10  
1401608002002;  ;10;10  
1401608101001;  ;39;39  
1401608102001;  ;39;39  
1401608102003;  ;39;39  
1401608301003;  ;39;39  
1401608302002;  ;39;39  
1401608302004;  ;39;39  
1401608302005;  ;39;39  
1401608401002;  ;39;39  
1401608402003;  ;39;39  
1401608402004;  ;39;39  
1401608402005;  ;39;39  
1401608452001;  ;39;39  
1401608552001;  ;39;39  
1401608602001;  ;10;10  
1401608701005;  ;39;21  
1401608701006;  ;39;21  
1401608702003;  ;04;21  
1401608702007;  ;39;21  
1401608702008;  ;21;21  
1401608702010;  ;39;21  
1401608801007;  ;04;04  
1401608802001;  ;39;04  
1401608802003;  ;04;04  
1401608802005;  ;04;04  
1401608802006;  ;04;04  
1401608802008;  ;04;04  
1401608902001;  ;39;04  
1401608902002;  ;04;04  
1401608902003;  ;04;04  
1401608902004;  ;04;04  
1401608902005;  ;04;04  
1401608902006;  ;04;04  
1401608902007;  ;04;04  
1401608902008;  ;04;04  
1401608902010;  ;39;04  
1401608902012;  ;04;04  
1401609001002;  ;04;04  
1401609002001;  ;04;04  
1401609002005;  ;39;04  
1401609101001;  ;04;04  
1401609102001;  ;04;04  
1401609102003;  ;04;04  
1401609102004;  ;04;04  
1401609102005;  ;04;04  
1401609202001;  ;04;04  
1401609251001;  ;04;04  
1401609252002;  ;21;04  
1401609252003;  ;04;04  
1401609302001;  ;04;04  
1401609402001;  ;21;21  
1401609501001;  ;11;11  
1401609502002;  ;21;11  
1401609601004;  ;21;21  
1401609602001;  ;04;21  
1401609602002;  ;04;21  
1401609602003;  ;21;21  
1401609602005;  ;21;21  
1401609701003;  ;04;04  
1401609701004;  ;04;04  
1401609702001;  ;39;04  
1401609702003;  ;39;04  
1401609702005;  ;39;04  
1401609702006;  ;04;04  
1401609702007;  ;04;04  
1401609702008;  ;04;04  
1401609702009;  ;39;04  
1401609702010;  ;39;04  
1401609801004;  ;04;04  
1401609802001;  ;04;04  
1401609802002;  ;04;04  
1401609802003;  ;04;04  
1401609901001;  ;12;12  
1401609901002;  ;12;12  
1401609902001;  ;12;12  
1401609902002;  ;12;12  
1401609902003;  ;12;12  
1401609902004;  ;12;12  
1401609902005;  ;12;12  
1401609902006;  ;12;12  
1401609902007;  ;12;12  
1401609902008;  ;12;12  
1401609902009;  ;12;12  
1401609902011;  ;12;12  
1401609902012;  ;12;12  
1401609902013;  ;12;12  
1401609902014;  ;12;12  
1401609902015;  ;12;12  
1401610001002;  ;12;12  
1401610002001;  ;11;12  
1401610002003;  ;11;12  
1401610002004;  ;12;12  
1401610002006;  ;12;12  
1401610002007;  ;12;12  
1401610002008;  ;12;12  
1401610101006;  ;41;41  
1401610102001;  ;41;41  
1401610102002;  ;41;41  
1401610102005;  ;41;41  
1401610201004;  ;21;21  
1401610202001;  ;11;21  
1401610202002;  ;41;21  
1401610202003;  ;21;21  
1401610202007;  ;41;21  
1401610302002;  ;11;11  
1401610302004;  ;11;11  
1401610302005;  ;11;11  
1401610302006;  ;11;11  
1401610302007;  ;11;11  
1401610302008;  ;11;11  
1401610401001;  ;11;11  
1401610402001;  ;11;11  
1401610402003;  ;11;11  
1401610402004;  ;11;11  
1401610402005;  ;11;11  
1401610501001;  ;41;41  
1401610502002;  ;11;41  
1401610502003;  ;11;41  
1401610502004;  ;41;41  
1401610502005;  ;41;41  
1401610601003;  ;11;41  
1401610602001;  ;41;41  
1401610701001;  ;41;41  
1401610702002;  ;11;41  
1401610802001;  ;11;11  
1401610901006;  ;11;11  
1401610902001;  ;11;11  
1401610902002;  ;11;11  
1401610902004;  ;11;11  
1401610902006;  ;11;11  
1401610902007;  ;16;11  
1401611002002;  ;11;11  
1401611102001;  ;11;11  
1401611102002;  ;16;11  
1401611102004;  ;11;11  
1401611102005;  ;11;11  
1401611102006;  ;11;11  
1401611102007;  ;11;11  
1401611102010;  ;11;11  
14016113A1002;  ;41;41  
14016113A2002;  ;41;41  
14016113A2003;  ;41;41  
14016113A2004;  ;41;41  
1401611701001;  ;18;18  
1401611702002;  ;16;18  
1401611702003;  ;18;18  
1401611702004;  ;18;18  
1401611801004;  ;18;18  
1401611802002;  ;14;18  
1401611802003;  ;18;18  
1401612201005;  ;16;16  
1401612202001;  ;18;16  
1401612202002;  ;18;16  
1401612202003;  ;16;16  
1401612202004;  ;16;16  
1401612301001;  ;18;18  
1401612302003;  ;18;18  
1401612302006;  ;18;18  
1401612302007;  ;18;18  
1401612302008;  ;18;18  
1401612302010;  ;18;18  
1401612401001;  ;18;18  
1401612402002;  ;18;18  
1401612402003;  ;18;18  
1401612402004;  ;18;18  
1401612402005;  ;18;18  
1401612501001;  ;18;18  
1401612502003;  ;18;18  
1401612502004;  ;18;18  
1401612601005;  ;18;18  
1401612602001;  ;18;18  
1401612602002;  ;18;18  
1401612602004;  ;18;18  
1401612701005;  ;18;18  
1401612702001;  ;18;18  
1401612702004;  ;18;18  
1401612751001;  ;18;18  
1401612752003;  ;18;18  
1401612752004;  ;18;18  
1401612801003;  ;14;14  
1401612802002;  ;14;14  
1401612802005;  ;14;14  
1401613001001;  ;14;14  
1401613001002;  ;14;14  
1401613001003;  ;14;14  
1401613002004;  ;14;14  
1401613002008;  ;14;14  
1401613002010;  ;14;14  
1401613002011;  ;14;14  
1401613002012;  ;14;14  
1401613002018;  ;14;14  
1401613002019;  ;18;14  
1401613202001;  ;14;15  
1401613202002;  ;15;15  
1401613202003;  ;15;15  
1401613302001;  ;15;15  
1401613302002;  ;15;15  
1401613501004;  ;19;19  
1401613501005;  ;19;19  
1401613501006;  ;41;19  
1401613502001;  ;19;19  
1401613502002;  ;19;19  
1401613502007;  ;14;19  
1401613502008;  ;19;19  
1401613502010;  ;19;19  
1401613502012;  ;41;19  
1401613502013;  ;41;19  
1401614001003;  ;19;19  
1401614001004;  ;19;19  
1401614002001;  ;19;19  
1401614002002;  ;19;19  
1401614002004;  ;19;19  
1401614002005;  ;19;19  
1401614002006;  ;19;19  
1401614002007;  ;19;19  
1401614201001;  ;15;15  
1401614202002;  ;15;15  
1401614202003;  ;14;15  
1401614202004;  ;14;15  
1401614302001;  ;15;15  
1401614302002;  ;14;15  
1401614302004;  ;15;15  
1401614302005;  ;15;15  
1401614351003;  ;15;15  
1401614352001;  ;15;15  
1401614352006;  ;15;15  
1401614352007;  ;15;15  
1401614352008;  ;15;15  
1401614352010;  ;15;15  
1401614401002;  ;19;19  
1401614402001;  ;19;19  
1401614402003;  ;15;19  
1401614402004;  ;19;19  
1401614402005;  ;15;19  
1401614402007;  ;19;19  
1401614402009;  ;19;19  
1401614402010;  ;15;19  
1401614501001;  ;15;19  
1401614502002;  ;19;19  
1401614502003;  ;19;19  
1401614502004;  ;19;19  
1401614601001;  ;19;19  
1401614602002;  ;19;19  
1401614602003;  ;19;19  
1401614602004;  ;19;19  
1401614602005;  ;19;19  
1401614602006;  ;14;19  
1401614701001;  ;15;19  
1401614702001;  ;14;19  
1401614702002;  ;15;19  
1401614702004;  ;15;19  
1401614702006;  ;15;19  
1401614702007;  ;15;19  
1401614801002;  ;15;15  
1401614801003;  ;15;15  
1401614802002;  ;15;15  
1401614802003;  ;15;15  
1401614802005;  ;15;15  
