010010010260001;100.0; 84.3;  0.0;  9.9;  0.0;  4.5;  0.0;  1.2;  0.0;  0.2; 19.7; 23.5; 80.3; 76.5;     41;128,079; 18.9; 13.6; 13.1; 12.8; 14.0; 15.8; 60.6; 50.1; 53.0; 42.9; 52.9; 65.2; 39.4; 49.1; 44.5; 56.9; 46.8; 34.7; 17.5; 18.9; 19.4; 17.7; 13.9; 18.4; 17.9; 15.4; 12.3; 13.8; 13.9; 13.2;195.3;209.5;221.7;208.2; $41,697; $55,558; $54,177; $44,798; $76,857; $97,051; $92,483; $80,326;  0.0;     ;  0.0;  1.9;  4.4;  0.6;  0.0;     ;  0.0;  1.8;  7.0;  0.2;
010010010262002;100.0; 84.3;  0.0;  9.9;  0.0;  4.5;  0.0;  1.2;  0.0;  0.2; 19.7; 23.5; 80.3; 76.5;     41;128,079; 18.9; 13.6; 13.1; 12.8; 14.0; 15.8; 60.6; 50.1; 53.0; 42.9; 52.9; 65.2; 39.4; 49.1; 44.5; 56.9; 46.8; 34.7; 17.5; 18.9; 19.4; 17.7; 13.9; 18.4; 17.9; 15.4; 12.3; 13.8; 13.9; 13.2;195.3;209.5;221.7;208.2; $41,697; $55,558; $54,177; $44,798; $76,857; $97,051; $92,483; $80,326;  0.0;     ;  0.0;  1.9;  4.4;  0.6;  0.0;     ;  0.0;  1.8;  7.0;  0.2;
010010020260001; 97.6; 84.3;  0.0;  9.9;  0.0;  4.5;  0.0;  1.2;  2.4;  0.2; 21.4; 23.5; 78.6; 76.5;     42;128,079; 13.2; 13.6; 13.1; 12.8; 14.0; 15.8; 50.0; 50.1; 53.0; 42.9; 52.9; 65.2; 50.0; 49.1; 44.5; 56.9; 46.8; 34.7; 16.8; 18.9; 19.4; 17.7; 15.3; 18.4; 17.9; 15.4; 12.6; 13.8; 13.9; 13.2;197.3;209.5;221.7;208.2; $36,041; $55,558; $54,177; $44,798; $67,254; $97,051; $92,483; $80,326;  0.0;     ;  0.0;  1.9;  4.4;  0.6;  0.0;     ;  0.0;  1.8;  7.0;  0.2;
010010020262002; 97.6; 84.3;  0.0;  9.9;  0.0;  4.5;  0.0;  1.2;  2.4;  0.2; 21.4; 23.5; 78.6; 76.5;     42;128,079; 13.2; 13.6; 13.1; 12.8; 14.0; 15.8; 50.0; 50.1; 53.0; 42.9; 52.9; 65.2; 50.0; 49.1; 44.5; 56.9; 46.8; 34.7; 16.8; 18.9; 19.4; 17.7; 15.3; 18.4; 17.9; 15.4; 12.6; 13.8; 13.9; 13.2;197.3;209.5;221.7;208.2; $36,041; $55,558; $54,177; $44,798; $67,254; $97,051; $92,483; $80,326;  0.0;     ;  0.0;  1.9;  4.4;  0.6;  0.0;     ;  0.0;  1.8;  7.0;  0.2;
010010030260001;100.0; 84.3;  0.0;  9.9;  0.0;  4.5;  0.0;  1.2;  0.0;  0.2; 22.7; 23.5; 77.3; 76.5;     66;128,079; 16.3; 13.6; 13.1; 12.8; 14.0; 15.8; 59.1; 50.1; 53.0; 42.9; 52.9; 65.2; 40.9; 49.1; 44.5; 56.9; 46.8; 34.7; 20.1; 18.9; 19.4; 17.7; 15.4; 18.4; 17.9; 15.4; 14.0; 13.8; 13.9; 13.2;210.2;209.5;221.7;208.2; $41,354; $55,558; $54,177; $44,798; $69,107; $97,051; $92,483; $80,326;  4.3;     ;  1.5;  1.9;  4.4;  0.6;  0.0;     ;  0.0;  1.8;  7.0;  0.2;
010010030261001;100.0; 84.3;  0.0;  9.9;  0.0;  4.5;  0.0;  1.2;  0.0;  0.2; 22.7; 23.5; 77.3; 76.5;     66;128,079; 16.3; 13.6; 13.1; 12.8; 14.0; 15.8; 59.1; 50.1; 53.0; 42.9; 52.9; 65.2; 40.9; 49.1; 44.5; 56.9; 46.8; 34.7; 20.1; 18.9; 19.4; 17.7; 15.4; 18.4; 17.9; 15.4; 14.0; 13.8; 13.9; 13.2;210.2;209.5;221.7;208.2; $41,354; $55,558; $54,177; $44,798; $69,107; $97,051; $92,483; $80,326;  0.0;     ;  1.5;  1.9;  4.4;  0.6;  0.0;     ;  0.0;  1.8;  7.0;  0.2;
010010030262003;100.0; 84.3;  0.0;  9.9;  0.0;  4.5;  0.0;  1.2;  0.0;  0.2; 22.7; 23.5; 77.3; 76.5;     66;128,079; 16.3; 13.6; 13.1; 12.8; 14.0; 15.8; 59.1; 50.1; 53.0; 42.9; 52.9; 65.2; 40.9; 49.1; 44.5; 56.9; 46.8; 34.7; 20.1; 18.9; 19.4; 17.7; 15.4; 18.4; 17.9; 15.4; 14.0; 13.8; 13.9; 13.2;210.2;209.5;221.7;208.2; $41,354; $55,558; $54,177; $44,798; $69,107; $97,051; $92,483; $80,326;  0.0;     ;  1.5;  1.9;  4.4;  0.6;  0.0;     ;  0.0;  1.8;  7.0;  0.2;
010010030262008;100.0; 84.3;  0.0;  9.9;  0.0;  4.5;  0.0;  1.2;  0.0;  0.2; 22.7; 23.5; 77.3; 76.5;     66;128,079; 16.3; 13.6; 13.1; 12.8; 14.0; 15.8; 59.1; 50.1; 53.0; 42.9; 52.9; 65.2; 40.9; 49.1; 44.5; 56.9; 46.8; 34.7; 20.1; 18.9; 19.4; 17.7; 15.4; 18.4; 17.9; 15.4; 14.0; 13.8; 13.9; 13.2;210.2;209.5;221.7;208.2; $41,354; $55,558; $54,177; $44,798; $69,107; $97,051; $92,483; $80,326;  0.0;     ;  1.5;  1.9;  4.4;  0.6;  0.0;     ;  0.0;  1.8;  7.0;  0.2;
010010040260001;100.0; 84.3;  0.0;  9.9;  0.0;  4.5;  0.0;  1.2;  0.0;  0.2; 24.8; 23.5; 75.2; 76.5;     53;128,079; 15.6; 13.6; 13.1; 12.8; 14.0; 15.8; 63.8; 50.1; 53.0; 42.9; 52.9; 65.2; 36.2; 49.1; 44.5; 56.9; 46.8; 34.7; 20.1; 18.9; 19.4; 17.7; 13.6; 18.4; 17.9; 15.4; 12.2; 13.8; 13.9; 13.2;166.4;209.5;221.7;208.2; $38,144; $55,558; $54,177; $44,798; $71,672; $97,051; $92,483; $80,326;  0.0;     ;  0.0;  1.9;  4.4;  0.6;  0.0;     ;  0.0;  1.8;  7.0;  0.2;
010010040261001;100.0; 84.3;  0.0;  9.9;  0.0;  4.5;  0.0;  1.2;  0.0;  0.2; 24.8; 23.5; 75.2; 76.5;     53;128,079; 15.6; 13.6; 13.1; 12.8; 14.0; 15.8; 63.8; 50.1; 53.0; 42.9; 52.9; 65.2; 36.2; 49.1; 44.5; 56.9; 46.8; 34.7; 20.1; 18.9; 19.4; 17.7; 13.6; 18.4; 17.9; 15.4; 12.2; 13.8; 13.9; 13.2;166.4;209.5;221.7;208.2; $38,144; $55,558; $54,177; $44,798; $71,672; $97,051; $92,483; $80,326;  0.0;     ;  0.0;  1.9;  4.4;  0.6;  0.0;     ;  0.0;  1.8;  7.0;  0.2;
