010010040262005;     $2,142,425; 33.7; 58.7;       $466,378;  7.3;  6.3;     $2,790,449; 43.9; 18.6;       $604,714;  9.5;  9.0;       $355,035;  5.6;  7.4;     $6,359,001;   $63,439;  $148,827;   $93,127; 4.65; 3.75; 4.41;  $4,696;  $6,103;  $5,921;  $4,970;  $7,965; $10,417; $10,006;  $8,443;     $3,314,405; 37.2; 46.7;       $207,582;  2.3;  2.4;     $2,236,488; 25.1; 32.7;     $3,156,339; 35.4; 18.2;     $4,860,582; 54.5; 71.5;       $802,921;  9.0;  8.6;       $701,476;  7.9;  3.9;       $407,370;  4.6;  6.3;             $0;  0.0;  0.0;       $152,212;  1.7;  1.8;     $1,990,253; 22.3;  0.9;             $0;  0.0;  6.8;     $8,914,814;
010010040262006;     $2,142,425; 33.7; 58.7;       $466,378;  7.3;  6.3;     $2,790,449; 43.9; 18.6;       $604,714;  9.5;  9.0;       $355,035;  5.6;  7.4;     $6,359,001;   $63,439;  $148,827;   $93,127; 4.65; 3.75; 4.41;  $4,696;  $6,103;  $5,921;  $4,970;  $7,965; $10,417; $10,006;  $8,443;     $3,314,405; 37.2; 46.7;       $207,582;  2.3;  2.4;     $2,236,488; 25.1; 32.7;     $3,156,339; 35.4; 18.2;     $4,860,582; 54.5; 71.5;       $802,921;  9.0;  8.6;       $701,476;  7.9;  3.9;       $407,370;  4.6;  6.3;             $0;  0.0;  0.0;       $152,212;  1.7;  1.8;     $1,990,253; 22.3;  0.9;             $0;  0.0;  6.8;     $8,914,814;
010011720220003;    $32,365,812; 50.6; 58.7;     $3,892,765;  6.1;  6.3;    $15,119,809; 23.6; 18.6;     $6,245,586;  9.8;  9.0;     $6,362,335;  9.9;  7.4;    $63,986,307;  $105,775;  $148,827;  $161,875; 4.15; 3.75; 3.66;  $5,789;  $6,103;  $5,921;  $6,130;  $9,455; $10,417; $10,006; $10,343;    $34,252,833; 51.1; 46.7;       $781,935;  1.2;  2.4;    $25,113,563; 37.5; 32.7;     $6,868,536; 10.2; 18.2;    $47,877,237; 71.4; 71.5;     $6,224,751;  9.3;  8.6;     $3,819,972;  5.7;  3.9;     $2,699,981;  4.0;  6.3;             $0;  0.0;  0.0;     $2,911,263;  4.3;  1.8;     $3,483,663;  5.2;  0.9;             $0;  0.0;  6.8;    $67,016,867;
010011720221003;    $32,365,812; 50.6; 58.7;     $3,892,765;  6.1;  6.3;    $15,119,809; 23.6; 18.6;     $6,245,586;  9.8;  9.0;     $6,362,335;  9.9;  7.4;    $63,986,307;  $105,775;  $148,827;  $161,875; 4.15; 3.75; 3.66;  $5,789;  $6,103;  $5,921;  $6,130;  $9,455; $10,417; $10,006; $10,343;    $34,252,833; 51.1; 46.7;       $781,935;  1.2;  2.4;    $25,113,563; 37.5; 32.7;     $6,868,536; 10.2; 18.2;    $47,877,237; 71.4; 71.5;     $6,224,751;  9.3;  8.6;     $3,819,972;  5.7;  3.9;     $2,699,981;  4.0;  6.3;             $0;  0.0;  0.0;     $2,911,263;  4.3;  1.8;     $3,483,663;  5.2;  0.9;             $0;  0.0;  6.8;    $67,016,867;
010011720222004;    $32,365,812; 50.6; 58.7;     $3,892,765;  6.1;  6.3;    $15,119,809; 23.6; 18.6;     $6,245,586;  9.8;  9.0;     $6,362,335;  9.9;  7.4;    $63,986,307;  $105,775;  $148,827;  $161,875; 4.15; 3.75; 3.66;  $5,789;  $6,103;  $5,921;  $6,130;  $9,455; $10,417; $10,006; $10,343;    $34,252,833; 51.1; 46.7;       $781,935;  1.2;  2.4;    $25,113,563; 37.5; 32.7;     $6,868,536; 10.2; 18.2;    $47,877,237; 71.4; 71.5;     $6,224,751;  9.3;  8.6;     $3,819,972;  5.7;  3.9;     $2,699,981;  4.0;  6.3;             $0;  0.0;  0.0;     $2,911,263;  4.3;  1.8;     $3,483,663;  5.2;  0.9;             $0;  0.0;  6.8;    $67,016,867;
010011720222006;    $32,365,812; 50.6; 58.7;     $3,892,765;  6.1;  6.3;    $15,119,809; 23.6; 18.6;     $6,245,586;  9.8;  9.0;     $6,362,335;  9.9;  7.4;    $63,986,307;  $105,775;  $148,827;  $161,875; 4.15; 3.75; 3.66;  $5,789;  $6,103;  $5,921;  $6,130;  $9,455; $10,417; $10,006; $10,343;    $34,252,833; 51.1; 46.7;       $781,935;  1.2;  2.4;    $25,113,563; 37.5; 32.7;     $6,868,536; 10.2; 18.2;    $47,877,237; 71.4; 71.5;     $6,224,751;  9.3;  8.6;     $3,819,972;  5.7;  3.9;     $2,699,981;  4.0;  6.3;             $0;  0.0;  0.0;     $2,911,263;  4.3;  1.8;     $3,483,663;  5.2;  0.9;             $0;  0.0;  6.8;    $67,016,867;
010011720222007;    $32,365,812; 50.6; 58.7;     $3,892,765;  6.1;  6.3;    $15,119,809; 23.6; 18.6;     $6,245,586;  9.8;  9.0;     $6,362,335;  9.9;  7.4;    $63,986,307;  $105,775;  $148,827;  $161,875; 4.15; 3.75; 3.66;  $5,789;  $6,103;  $5,921;  $6,130;  $9,455; $10,417; $10,006; $10,343;    $34,252,833; 51.1; 46.7;       $781,935;  1.2;  2.4;    $25,113,563; 37.5; 32.7;     $6,868,536; 10.2; 18.2;    $47,877,237; 71.4; 71.5;     $6,224,751;  9.3;  8.6;     $3,819,972;  5.7;  3.9;     $2,699,981;  4.0;  6.3;             $0;  0.0;  0.0;     $2,911,263;  4.3;  1.8;     $3,483,663;  5.2;  0.9;             $0;  0.0;  6.8;    $67,016,867;
010011720222008;    $32,365,812; 50.6; 58.7;     $3,892,765;  6.1;  6.3;    $15,119,809; 23.6; 18.6;     $6,245,586;  9.8;  9.0;     $6,362,335;  9.9;  7.4;    $63,986,307;  $105,775;  $148,827;  $161,875; 4.15; 3.75; 3.66;  $5,789;  $6,103;  $5,921;  $6,130;  $9,455; $10,417; $10,006; $10,343;    $34,252,833; 51.1; 46.7;       $781,935;  1.2;  2.4;    $25,113,563; 37.5; 32.7;     $6,868,536; 10.2; 18.2;    $47,877,237; 71.4; 71.5;     $6,224,751;  9.3;  8.6;     $3,819,972;  5.7;  3.9;     $2,699,981;  4.0;  6.3;             $0;  0.0;  0.0;     $2,911,263;  4.3;  1.8;     $3,483,663;  5.2;  0.9;             $0;  0.0;  6.8;    $67,016,867;
010011720222009;    $32,365,812; 50.6; 58.7;     $3,892,765;  6.1;  6.3;    $15,119,809; 23.6; 18.6;     $6,245,586;  9.8;  9.0;     $6,362,335;  9.9;  7.4;    $63,986,307;  $105,775;  $148,827;  $161,875; 4.15; 3.75; 3.66;  $5,789;  $6,103;  $5,921;  $6,130;  $9,455; $10,417; $10,006; $10,343;    $34,252,833; 51.1; 46.7;       $781,935;  1.2;  2.4;    $25,113,563; 37.5; 32.7;     $6,868,536; 10.2; 18.2;    $47,877,237; 71.4; 71.5;     $6,224,751;  9.3;  8.6;     $3,819,972;  5.7;  3.9;     $2,699,981;  4.0;  6.3;             $0;  0.0;  0.0;     $2,911,263;  4.3;  1.8;     $3,483,663;  5.2;  0.9;             $0;  0.0;  6.8;    $67,016,867;
010011720222016;    $32,365,812; 50.6; 58.7;     $3,892,765;  6.1;  6.3;    $15,119,809; 23.6; 18.6;     $6,245,586;  9.8;  9.0;     $6,362,335;  9.9;  7.4;    $63,986,307;  $105,775;  $148,827;  $161,875; 4.15; 3.75; 3.66;  $5,789;  $6,103;  $5,921;  $6,130;  $9,455; $10,417; $10,006; $10,343;    $34,252,833; 51.1; 46.7;       $781,935;  1.2;  2.4;    $25,113,563; 37.5; 32.7;     $6,868,536; 10.2; 18.2;    $47,877,237; 71.4; 71.5;     $6,224,751;  9.3;  8.6;     $3,819,972;  5.7;  3.9;     $2,699,981;  4.0;  6.3;             $0;  0.0;  0.0;     $2,911,263;  4.3;  1.8;     $3,483,663;  5.2;  0.9;             $0;  0.0;  6.8;    $67,016,867;
010011720222017;    $32,365,812; 50.6; 58.7;     $3,892,765;  6.1;  6.3;    $15,119,809; 23.6; 18.6;     $6,245,586;  9.8;  9.0;     $6,362,335;  9.9;  7.4;    $63,986,307;  $105,775;  $148,827;  $161,875; 4.15; 3.75; 3.66;  $5,789;  $6,103;  $5,921;  $6,130;  $9,455; $10,417; $10,006; $10,343;    $34,252,833; 51.1; 46.7;       $781,935;  1.2;  2.4;    $25,113,563; 37.5; 32.7;     $6,868,536; 10.2; 18.2;    $47,877,237; 71.4; 71.5;     $6,224,751;  9.3;  8.6;     $3,819,972;  5.7;  3.9;     $2,699,981;  4.0;  6.3;             $0;  0.0;  0.0;     $2,911,263;  4.3;  1.8;     $3,483,663;  5.2;  0.9;             $0;  0.0;  6.8;    $67,016,867;
010011720222019;    $32,365,812; 50.6; 58.7;     $3,892,765;  6.1;  6.3;    $15,119,809; 23.6; 18.6;     $6,245,586;  9.8;  9.0;     $6,362,335;  9.9;  7.4;    $63,986,307;  $105,775;  $148,827;  $161,875; 4.15; 3.75; 3.66;  $5,789;  $6,103;  $5,921;  $6,130;  $9,455; $10,417; $10,006; $10,343;    $34,252,833; 51.1; 46.7;       $781,935;  1.2;  2.4;    $25,113,563; 37.5; 32.7;     $6,868,536; 10.2; 18.2;    $47,877,237; 71.4; 71.5;     $6,224,751;  9.3;  8.6;     $3,819,972;  5.7;  3.9;     $2,699,981;  4.0;  6.3;             $0;  0.0;  0.0;     $2,911,263;  4.3;  1.8;     $3,483,663;  5.2;  0.9;             $0;  0.0;  6.8;    $67,016,867;
010750030260002;     $1,286,266; 39.2; 58.7;       $109,676;  3.3;  6.3;     $1,284,763; 39.2; 18.6;       $436,549; 13.3;  9.0;       $161,063;  4.9;  7.4;     $3,278,317;   $62,445;  $148,827;   $86,586; 5.73; 3.75; 4.63;  $5,636;  $6,103;  $5,921;  $5,229;  $9,556; $10,417; $10,006;  $9,058;     $1,666,271; 46.8; 46.7;       $138,730;  3.9;  2.4;     $1,090,845; 30.6; 32.7;       $667,282; 18.7; 18.2;     $2,502,474; 70.2; 71.5;       $193,210;  5.4;  8.6;       $254,056;  7.1;  3.9;       $107,171;  3.0;  6.3;             $0;  0.0;  0.0;       $125,822;  3.5;  1.8;       $380,395; 10.7;  0.9;             $0;  0.0;  6.8;     $3,563,128;
010750030262001;     $1,286,266; 39.2; 58.7;       $109,676;  3.3;  6.3;     $1,284,763; 39.2; 18.6;       $436,549; 13.3;  9.0;       $161,063;  4.9;  7.4;     $3,278,317;   $62,445;  $148,827;   $86,586; 5.73; 3.75; 4.63;  $5,636;  $6,103;  $5,921;  $5,229;  $9,556; $10,417; $10,006;  $9,058;     $1,666,271; 46.8; 46.7;       $138,730;  3.9;  2.4;     $1,090,845; 30.6; 32.7;       $667,282; 18.7; 18.2;     $2,502,474; 70.2; 71.5;       $193,210;  5.4;  8.6;       $254,056;  7.1;  3.9;       $107,171;  3.0;  6.3;             $0;  0.0;  0.0;       $125,822;  3.5;  1.8;       $380,395; 10.7;  0.9;             $0;  0.0;  6.8;     $3,563,128;
010750040260002;     $1,420,219; 33.3; 58.7;       $223,254;  5.2;  6.3;     $1,803,255; 42.3; 18.6;       $501,380; 11.8;  9.0;       $313,239;  7.4;  7.4;     $4,261,347;   $58,872;  $148,827;   $86,586; 5.38; 3.75; 4.63;  $5,312;  $6,103;  $5,921;  $5,229;  $8,800; $10,417; $10,006;  $9,058;     $2,206,059; 50.9; 46.7;       $243,781;  5.6;  2.4;     $1,328,408; 30.6; 32.7;       $556,025; 12.8; 18.2;     $3,400,240; 78.5; 71.5;       $174,245;  4.0;  8.6;       $307,961;  7.1;  3.9;       $112,026;  2.6;  6.3;             $0;  0.0;  0.0;        $89,978;  2.1;  1.8;       $249,823;  5.8;  0.9;             $0;  0.0;  6.8;     $4,334,273;
010750040261002;     $1,420,219; 33.3; 58.7;       $223,254;  5.2;  6.3;     $1,803,255; 42.3; 18.6;       $501,380; 11.8;  9.0;       $313,239;  7.4;  7.4;     $4,261,347;   $58,872;  $148,827;   $86,586; 5.38; 3.75; 4.63;  $5,312;  $6,103;  $5,921;  $5,229;  $8,800; $10,417; $10,006;  $9,058;     $2,206,059; 50.9; 46.7;       $243,781;  5.6;  2.4;     $1,328,408; 30.6; 32.7;       $556,025; 12.8; 18.2;     $3,400,240; 78.5; 71.5;       $174,245;  4.0;  8.6;       $307,961;  7.1;  3.9;       $112,026;  2.6;  6.3;             $0;  0.0;  0.0;        $89,978;  2.1;  1.8;       $249,823;  5.8;  0.9;             $0;  0.0;  6.8;     $4,334,273;
010750040262001;     $1,420,219; 33.3; 58.7;       $223,254;  5.2;  6.3;     $1,803,255; 42.3; 18.6;       $501,380; 11.8;  9.0;       $313,239;  7.4;  7.4;     $4,261,347;   $58,872;  $148,827;   $86,586; 5.38; 3.75; 4.63;  $5,312;  $6,103;  $5,921;  $5,229;  $8,800; $10,417; $10,006;  $9,058;     $2,206,059; 50.9; 46.7;       $243,781;  5.6;  2.4;     $1,328,408; 30.6; 32.7;       $556,025; 12.8; 18.2;     $3,400,240; 78.5; 71.5;       $174,245;  4.0;  8.6;       $307,961;  7.1;  3.9;       $112,026;  2.6;  6.3;             $0;  0.0;  0.0;        $89,978;  2.1;  1.8;       $249,823;  5.8;  0.9;             $0;  0.0;  6.8;     $4,334,273;
010750100260009;     $4,166,170; 34.5; 58.7;       $908,413;  7.5;  6.3;     $4,905,559; 40.7; 18.6;     $1,308,486; 10.9;  9.0;       $770,874;  6.4;  7.4;    $12,059,502;   $65,730;  $148,827;   $93,127; 4.79; 3.75; 4.41;  $4,726;  $6,103;  $5,921;  $4,970;  $7,972; $10,417; $10,006;  $8,443;     $5,897,551; 50.3; 46.7;       $451,479;  3.9;  2.4;     $3,638,575; 31.1; 32.7;     $1,730,019; 14.8; 18.2;     $8,538,137; 72.9; 71.5;       $819,113;  7.0;  8.6;       $944,952;  8.1;  3.9;     $1,056,572;  9.0;  6.3;             $0;  0.0;  0.0;       $323,377;  2.8;  1.8;        $18,889;  0.2;  0.9;        $16,584;  0.1;  6.8;    $11,717,624;
010750100262007;     $4,166,170; 34.5; 58.7;       $908,413;  7.5;  6.3;     $4,905,559; 40.7; 18.6;     $1,308,486; 10.9;  9.0;       $770,874;  6.4;  7.4;    $12,059,502;   $65,730;  $148,827;   $93,127; 4.79; 3.75; 4.41;  $4,726;  $6,103;  $5,921;  $4,970;  $7,972; $10,417; $10,006;  $8,443;     $5,897,551; 50.3; 46.7;       $451,479;  3.9;  2.4;     $3,638,575; 31.1; 32.7;     $1,730,019; 14.8; 18.2;     $8,538,137; 72.9; 71.5;       $819,113;  7.0;  8.6;       $944,952;  8.1;  3.9;     $1,056,572;  9.0;  6.3;             $0;  0.0;  0.0;       $323,377;  2.8;  1.8;        $18,889;  0.2;  0.9;        $16,584;  0.1;  6.8;    $11,717,624;
010750100262010;     $4,166,170; 34.5; 58.7;       $908,413;  7.5;  6.3;     $4,905,559; 40.7; 18.6;     $1,308,486; 10.9;  9.0;       $770,874;  6.4;  7.4;    $12,059,502;   $65,730;  $148,827;   $93,127; 4.79; 3.75; 4.41;  $4,726;  $6,103;  $5,921;  $4,970;  $7,972; $10,417; $10,006;  $8,443;     $5,897,551; 50.3; 46.7;       $451,479;  3.9;  2.4;     $3,638,575; 31.1; 32.7;     $1,730,019; 14.8; 18.2;     $8,538,137; 72.9; 71.5;       $819,113;  7.0;  8.6;       $944,952;  8.1;  3.9;     $1,056,572;  9.0;  6.3;             $0;  0.0;  0.0;       $323,377;  2.8;  1.8;        $18,889;  0.2;  0.9;        $16,584;  0.1;  6.8;    $11,717,624;
010750120260001;     $1,729,112; 29.7; 58.7;       $236,181;  4.1;  6.3;     $2,604,278; 44.7; 18.6;       $744,872; 12.8;  9.0;       $512,661;  8.8;  7.4;     $5,827,104;   $58,944;  $148,827;   $93,127; 4.51; 3.75; 4.41;  $5,179;  $6,103;  $5,921;  $4,970;  $8,936; $10,417; $10,006;  $8,443;     $3,140,275; 50.1; 46.7;       $232,920;  3.7;  2.4;     $2,180,593; 34.8; 32.7;       $718,277; 11.5; 18.2;     $4,918,410; 78.4; 71.5;       $437,901;  7.0;  8.6;       $503,515;  8.0;  3.9;       $220,277;  3.5;  6.3;             $0;  0.0;  0.0;       $171,915;  2.7;  1.8;        $20,047;  0.3;  0.9;             $0;  0.0;  6.8;     $6,272,065;
010750120261001;     $1,729,112; 29.7; 58.7;       $236,181;  4.1;  6.3;     $2,604,278; 44.7; 18.6;       $744,872; 12.8;  9.0;       $512,661;  8.8;  7.4;     $5,827,104;   $58,944;  $148,827;   $93,127; 4.51; 3.75; 4.41;  $5,179;  $6,103;  $5,921;  $4,970;  $8,936; $10,417; $10,006;  $8,443;     $3,140,275; 50.1; 46.7;       $232,920;  3.7;  2.4;     $2,180,593; 34.8; 32.7;       $718,277; 11.5; 18.2;     $4,918,410; 78.4; 71.5;       $437,901;  7.0;  8.6;       $503,515;  8.0;  3.9;       $220,277;  3.5;  6.3;             $0;  0.0;  0.0;       $171,915;  2.7;  1.8;        $20,047;  0.3;  0.9;             $0;  0.0;  6.8;     $6,272,065;
010750120262001;     $1,729,112; 29.7; 58.7;       $236,181;  4.1;  6.3;     $2,604,278; 44.7; 18.6;       $744,872; 12.8;  9.0;       $512,661;  8.8;  7.4;     $5,827,104;   $58,944;  $148,827;   $93,127; 4.51; 3.75; 4.41;  $5,179;  $6,103;  $5,921;  $4,970;  $8,936; $10,417; $10,006;  $8,443;     $3,140,275; 50.1; 46.7;       $232,920;  3.7;  2.4;     $2,180,593; 34.8; 32.7;       $718,277; 11.5; 18.2;     $4,918,410; 78.4; 71.5;       $437,901;  7.0;  8.6;       $503,515;  8.0;  3.9;       $220,277;  3.5;  6.3;             $0;  0.0;  0.0;       $171,915;  2.7;  1.8;        $20,047;  0.3;  0.9;             $0;  0.0;  6.8;     $6,272,065;
010750120262002;     $1,729,112; 29.7; 58.7;       $236,181;  4.1;  6.3;     $2,604,278; 44.7; 18.6;       $744,872; 12.8;  9.0;       $512,661;  8.8;  7.4;     $5,827,104;   $58,944;  $148,827;   $93,127; 4.51; 3.75; 4.41;  $5,179;  $6,103;  $5,921;  $4,970;  $8,936; $10,417; $10,006;  $8,443;     $3,140,275; 50.1; 46.7;       $232,920;  3.7;  2.4;     $2,180,593; 34.8; 32.7;       $718,277; 11.5; 18.2;     $4,918,410; 78.4; 71.5;       $437,901;  7.0;  8.6;       $503,515;  8.0;  3.9;       $220,277;  3.5;  6.3;             $0;  0.0;  0.0;       $171,915;  2.7;  1.8;        $20,047;  0.3;  0.9;             $0;  0.0;  6.8;     $6,272,065;
020020010220001;     $1,394,088; 16.2; 58.7;       $495,148;  5.8;  6.3;     $4,478,291; 52.2; 18.6;     $1,014,180; 11.8;  9.0;     $1,205,433; 14.0;  7.4;     $8,587,140;   $27,265;  $148,827;   $93,127; 6.95; 3.75; 4.41;  $6,192;  $6,103;  $5,921;  $4,970; $12,244; $10,417; $10,006;  $8,443;     $3,532,126; 40.3; 46.7;       $490,338;  5.6;  2.4;     $3,271,105; 37.3; 32.7;     $1,466,914; 16.7; 18.2;     $7,082,815; 80.8; 71.5;       $706,459;  8.1;  8.6;       $438,237;  5.0;  3.9;       $309,420;  3.5;  6.3;             $0;  0.0;  0.0;       $202,451;  2.3;  1.8;        $21,101;  0.2;  0.9;             $0;  0.0;  6.8;     $8,760,483;
