010010010260001;     $1,611,253; 33.3; 58.7;       $207,618;  4.3;  6.3;     $2,253,232; 46.6; 18.6;       $508,959; 10.5;  9.0;       $259,070;  5.4;  7.4;     $4,840,132;   $63,278;  $148,827;   $93,127; 4.97; 3.75; 4.41;  $4,779;  $6,103;  $5,921;  $4,970;  $8,560; $10,417; $10,006;  $8,443;     $2,382,217; 49.5; 46.7;       $143,672;  3.0;  2.4;     $1,818,774; 37.8; 32.7;       $468,053;  9.7; 18.2;     $3,637,421; 75.6; 71.5;       $289,721;  6.0;  8.6;       $485,310; 10.1;  3.9;       $294,010;  6.1;  6.3;             $0;  0.0;  0.0;       $106,254;  2.2;  1.8;             $0;  0.0;  0.9;             $0;  0.0;  6.8;     $4,812,716;
010010010262002;     $1,611,253; 33.3; 58.7;       $207,618;  4.3;  6.3;     $2,253,232; 46.6; 18.6;       $508,959; 10.5;  9.0;       $259,070;  5.4;  7.4;     $4,840,132;   $63,278;  $148,827;   $93,127; 4.97; 3.75; 4.41;  $4,779;  $6,103;  $5,921;  $4,970;  $8,560; $10,417; $10,006;  $8,443;     $2,382,217; 49.5; 46.7;       $143,672;  3.0;  2.4;     $1,818,774; 37.8; 32.7;       $468,053;  9.7; 18.2;     $3,637,421; 75.6; 71.5;       $289,721;  6.0;  8.6;       $485,310; 10.1;  3.9;       $294,010;  6.1;  6.3;             $0;  0.0;  0.0;       $106,254;  2.2;  1.8;             $0;  0.0;  0.9;             $0;  0.0;  6.8;     $4,812,716;
010010020260001;     $1,536,936; 29.2; 58.7;       $483,938;  9.2;  6.3;     $2,221,115; 42.2; 18.6;       $762,222; 14.5;  9.0;       $265,134;  5.0;  7.4;     $5,269,345;   $64,082;  $148,827;   $93,127; 3.99; 3.75; 4.41;  $4,311;  $6,103;  $5,921;  $4,970;  $6,971; $10,417; $10,006;  $8,443;     $2,469,606; 50.0; 46.7;       $274,630;  5.6;  2.4;     $1,791,304; 36.2; 32.7;       $408,063;  8.3; 18.2;     $3,870,055; 78.3; 71.5;       $370,314;  7.5;  8.6;       $474,001;  9.6;  3.9;             $0;  0.0;  6.3;             $0;  0.0;  0.0;       $137,973;  2.8;  1.8;        $91,260;  1.8;  0.9;             $0;  0.0;  6.8;     $4,943,603;
010010020262002;     $1,536,936; 29.2; 58.7;       $483,938;  9.2;  6.3;     $2,221,115; 42.2; 18.6;       $762,222; 14.5;  9.0;       $265,134;  5.0;  7.4;     $5,269,345;   $64,082;  $148,827;   $93,127; 3.99; 3.75; 4.41;  $4,311;  $6,103;  $5,921;  $4,970;  $6,971; $10,417; $10,006;  $8,443;     $2,469,606; 50.0; 46.7;       $274,630;  5.6;  2.4;     $1,791,304; 36.2; 32.7;       $408,063;  8.3; 18.2;     $3,870,055; 78.3; 71.5;       $370,314;  7.5;  8.6;       $474,001;  9.6;  3.9;             $0;  0.0;  6.3;             $0;  0.0;  0.0;       $137,973;  2.8;  1.8;        $91,260;  1.8;  0.9;             $0;  0.0;  6.8;     $4,943,603;
010010030260001;     $2,257,501; 27.9; 58.7;       $485,652;  6.0;  6.3;     $3,991,962; 49.4; 18.6;       $874,062; 10.8;  9.0;       $468,206;  5.8;  7.4;     $8,077,383;   $59,977;  $148,827;   $93,127; 3.95; 3.75; 4.41;  $4,552;  $6,103;  $5,921;  $4,970;  $7,234; $10,417; $10,006;  $8,443;     $4,061,083; 55.2; 46.7;       $238,062;  3.2;  2.4;     $2,522,789; 34.3; 32.7;       $540,890;  7.3; 18.2;     $6,341,563; 86.1; 71.5;       $286,818;  3.9;  8.6;       $520,304;  7.1;  3.9;             $0;  0.0;  6.3;             $0;  0.0;  0.0;       $194,130;  2.6;  1.8;        $20,009;  0.3;  0.9;             $0;  0.0;  6.8;     $7,362,824;
010010030261001;     $2,257,501; 27.9; 58.7;       $485,652;  6.0;  6.3;     $3,991,962; 49.4; 18.6;       $874,062; 10.8;  9.0;       $468,206;  5.8;  7.4;     $8,077,383;   $59,977;  $148,827;   $93,127; 3.95; 3.75; 4.41;  $4,552;  $6,103;  $5,921;  $4,970;  $7,234; $10,417; $10,006;  $8,443;     $4,061,083; 55.2; 46.7;       $238,062;  3.2;  2.4;     $2,522,789; 34.3; 32.7;       $540,890;  7.3; 18.2;     $6,341,563; 86.1; 71.5;       $286,818;  3.9;  8.6;       $520,304;  7.1;  3.9;             $0;  0.0;  6.3;             $0;  0.0;  0.0;       $194,130;  2.6;  1.8;        $20,009;  0.3;  0.9;             $0;  0.0;  6.8;     $7,362,824;
010010030262003;     $2,257,501; 27.9; 58.7;       $485,652;  6.0;  6.3;     $3,991,962; 49.4; 18.6;       $874,062; 10.8;  9.0;       $468,206;  5.8;  7.4;     $8,077,383;   $59,977;  $148,827;   $93,127; 3.95; 3.75; 4.41;  $4,552;  $6,103;  $5,921;  $4,970;  $7,234; $10,417; $10,006;  $8,443;     $4,061,083; 55.2; 46.7;       $238,062;  3.2;  2.4;     $2,522,789; 34.3; 32.7;       $540,890;  7.3; 18.2;     $6,341,563; 86.1; 71.5;       $286,818;  3.9;  8.6;       $520,304;  7.1;  3.9;             $0;  0.0;  6.3;             $0;  0.0;  0.0;       $194,130;  2.6;  1.8;        $20,009;  0.3;  0.9;             $0;  0.0;  6.8;     $7,362,824;
010010030262008;     $2,257,501; 27.9; 58.7;       $485,652;  6.0;  6.3;     $3,991,962; 49.4; 18.6;       $874,062; 10.8;  9.0;       $468,206;  5.8;  7.4;     $8,077,383;   $59,977;  $148,827;   $93,127; 3.95; 3.75; 4.41;  $4,552;  $6,103;  $5,921;  $4,970;  $7,234; $10,417; $10,006;  $8,443;     $4,061,083; 55.2; 46.7;       $238,062;  3.2;  2.4;     $2,522,789; 34.3; 32.7;       $540,890;  7.3; 18.2;     $6,341,563; 86.1; 71.5;       $286,818;  3.9;  8.6;       $520,304;  7.1;  3.9;             $0;  0.0;  6.3;             $0;  0.0;  0.0;       $194,130;  2.6;  1.8;        $20,009;  0.3;  0.9;             $0;  0.0;  6.8;     $7,362,824;
010010040260001;     $2,142,425; 33.7; 58.7;       $466,378;  7.3;  6.3;     $2,790,449; 43.9; 18.6;       $604,714;  9.5;  9.0;       $355,035;  5.6;  7.4;     $6,359,001;   $63,439;  $148,827;   $93,127; 4.65; 3.75; 4.41;  $4,696;  $6,103;  $5,921;  $4,970;  $7,965; $10,417; $10,006;  $8,443;     $3,314,405; 37.2; 46.7;       $207,582;  2.3;  2.4;     $2,236,488; 25.1; 32.7;     $3,156,339; 35.4; 18.2;     $4,860,582; 54.5; 71.5;       $802,921;  9.0;  8.6;       $701,476;  7.9;  3.9;       $407,370;  4.6;  6.3;             $0;  0.0;  0.0;       $152,212;  1.7;  1.8;     $1,990,253; 22.3;  0.9;             $0;  0.0;  6.8;     $8,914,814;
010010040261001;     $2,142,425; 33.7; 58.7;       $466,378;  7.3;  6.3;     $2,790,449; 43.9; 18.6;       $604,714;  9.5;  9.0;       $355,035;  5.6;  7.4;     $6,359,001;   $63,439;  $148,827;   $93,127; 4.65; 3.75; 4.41;  $4,696;  $6,103;  $5,921;  $4,970;  $7,965; $10,417; $10,006;  $8,443;     $3,314,405; 37.2; 46.7;       $207,582;  2.3;  2.4;     $2,236,488; 25.1; 32.7;     $3,156,339; 35.4; 18.2;     $4,860,582; 54.5; 71.5;       $802,921;  9.0;  8.6;       $701,476;  7.9;  3.9;       $407,370;  4.6;  6.3;             $0;  0.0;  0.0;       $152,212;  1.7;  1.8;     $1,990,253; 22.3;  0.9;             $0;  0.0;  6.8;     $8,914,814;
010010040262004;     $2,142,425; 33.7; 58.7;       $466,378;  7.3;  6.3;     $2,790,449; 43.9; 18.6;       $604,714;  9.5;  9.0;       $355,035;  5.6;  7.4;     $6,359,001;   $63,439;  $148,827;   $93,127; 4.65; 3.75; 4.41;  $4,696;  $6,103;  $5,921;  $4,970;  $7,965; $10,417; $10,006;  $8,443;     $3,314,405; 37.2; 46.7;       $207,582;  2.3;  2.4;     $2,236,488; 25.1; 32.7;     $3,156,339; 35.4; 18.2;     $4,860,582; 54.5; 71.5;       $802,921;  9.0;  8.6;       $701,476;  7.9;  3.9;       $407,370;  4.6;  6.3;             $0;  0.0;  0.0;       $152,212;  1.7;  1.8;     $1,990,253; 22.3;  0.9;             $0;  0.0;  6.8;     $8,914,814;
