010010010260001;  117;       ;    250;1,067,095;  3.4;     ;  1.6;  0.4;   60;       ;    139;  545,884;  6.7;     ;  2.9;  0.4;   57;       ;    111;  521,053;  0.0;     ;  0.0;  0.3;  114;       ;    245;  542,053;  2.6;     ;  1.2;  0.3;    0;       ;      0;  188,403;     ;     ;     ;  0.6;    0;       ;      0;  253,427;     ;     ;     ;  0.3;    0;       ;      0;   46,751;     ;     ;     ;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      0;    3,694;     ;     ;     ;  0.4;    3;       ;      5;   30,704;     ;     ;     ;  0.4;    0;       ;      0;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   11;       ;     31;  143,695;  9.1;     ;  3.2;  0.8;   45;       ;    107;  542,427;  4.4;     ;  1.9;  0.5;    0;       ;      0;    1,606;
010010010262002;  133;       ;    250;1,067,095;  0.0;     ;  1.6;  0.4;   79;       ;    139;  545,884;  0.0;     ;  2.9;  0.4;   54;       ;    111;  521,053;  0.0;     ;  0.0;  0.3;  131;       ;    245;  542,053;  0.0;     ;  1.2;  0.3;    0;       ;      0;  188,403;     ;     ;     ;  0.6;    0;       ;      0;  253,427;     ;     ;     ;  0.3;    0;       ;      0;   46,751;     ;     ;     ;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      0;    3,694;     ;     ;     ;  0.4;    2;       ;      5;   30,704;     ;     ;     ;  0.4;    0;       ;      0;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   20;       ;     31;  143,695;  0.0;     ;  3.2;  0.8;   62;       ;    107;  542,427;  0.0;     ;  1.9;  0.5;    0;       ;      0;    1,606;
010010020260001;  136;       ;    331;1,067,095;  0.7;     ;  0.3;  0.4;   85;       ;    179;  545,884;  1.2;     ;  0.6;  0.4;   51;       ;    152;  521,053;  0.0;     ;  0.0;  0.3;  135;       ;    327;  542,053;  0.7;     ;  0.3;  0.3;    0;       ;      2;  188,403;     ;     ;     ;  0.6;    1;       ;      1;  253,427;     ;     ;     ;  0.3;    0;       ;      0;   46,751;     ;     ;     ;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      0;    3,694;     ;     ;     ;  0.4;    0;       ;      1;   30,704;     ;     ;     ;  0.4;    0;       ;      0;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   22;       ;     49;  143,695;  4.5;     ;  2.0;  0.8;   39;       ;    106;  542,427;  0.0;     ;  0.0;  0.5;    0;       ;      0;    1,606;
010010020262002;  195;       ;    331;1,067,095;  0.0;     ;  0.3;  0.4;   94;       ;    179;  545,884;  0.0;     ;  0.6;  0.4;  101;       ;    152;  521,053;  0.0;     ;  0.0;  0.3;  192;       ;    327;  542,053;  0.0;     ;  0.3;  0.3;    2;       ;      2;  188,403;     ;     ;     ;  0.6;    0;       ;      1;  253,427;     ;     ;     ;  0.3;    0;       ;      0;   46,751;     ;     ;     ;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      0;    3,694;     ;     ;     ;  0.4;    1;       ;      1;   30,704;     ;     ;     ;  0.4;    0;       ;      0;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   27;       ;     49;  143,695;  0.0;     ;  2.0;  0.8;   67;       ;    106;  542,427;  0.0;     ;  0.0;  0.5;    0;       ;      0;    1,606;
010010030260001;   60;       ;    448;1,067,095;  1.7;     ;  0.2;  0.4;   31;       ;    228;  545,884;  3.2;     ;  0.4;  0.4;   29;       ;    220;  521,053;  0.0;     ;  0.0;  0.3;   59;       ;    427;  542,053;  0.0;     ;  0.0;  0.3;    0;       ;      0;  188,403;     ;     ;     ;  0.6;    0;       ;      0;  253,427;     ;     ;     ;  0.3;    0;       ;      0;   46,751;     ;     ;     ;  0.2;    0;       ;      1;    1,561;     ;     ;     ;  0.3;    0;       ;      0;    3,694;     ;     ;     ;  0.4;    1;       ;     20;   30,704;     ;     ;  5.0;  0.4;    0;       ;      0;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;    5;       ;     69;  143,695;     ;     ;  0.0;  0.8;   20;       ;    205;  542,427;  5.0;     ;  0.5;  0.5;    0;       ;      0;    1,606;
010010030261001;  271;       ;    448;1,067,095;  0.0;     ;  0.2;  0.4;  131;       ;    228;  545,884;  0.0;     ;  0.4;  0.4;  140;       ;    220;  521,053;  0.0;     ;  0.0;  0.3;  256;       ;    427;  542,053;  0.0;     ;  0.0;  0.3;    0;       ;      0;  188,403;     ;     ;     ;  0.6;    0;       ;      0;  253,427;     ;     ;     ;  0.3;    0;       ;      0;   46,751;     ;     ;     ;  0.2;    1;       ;      1;    1,561;     ;     ;     ;  0.3;    0;       ;      0;    3,694;     ;     ;     ;  0.4;   14;       ;     20;   30,704;  0.0;     ;  5.0;  0.4;    0;       ;      0;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   42;       ;     69;  143,695;  0.0;     ;  0.0;  0.8;  124;       ;    205;  542,427;  0.0;     ;  0.5;  0.5;    0;       ;      0;    1,606;
010010030262003;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;
010010030262008;  117;       ;    448;1,067,095;  0.0;     ;  0.2;  0.4;   66;       ;    228;  545,884;  0.0;     ;  0.4;  0.4;   51;       ;    220;  521,053;  0.0;     ;  0.0;  0.3;  112;       ;    427;  542,053;  0.0;     ;  0.0;  0.3;    0;       ;      0;  188,403;     ;     ;     ;  0.6;    0;       ;      0;  253,427;     ;     ;     ;  0.3;    0;       ;      0;   46,751;     ;     ;     ;  0.2;    0;       ;      1;    1,561;     ;     ;     ;  0.3;    0;       ;      0;    3,694;     ;     ;     ;  0.4;    5;       ;     20;   30,704;     ;     ;  5.0;  0.4;    0;       ;      0;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   22;       ;     69;  143,695;  0.0;     ;  0.0;  0.8;   61;       ;    205;  542,427;  0.0;     ;  0.5;  0.5;    0;       ;      0;    1,606;
010010040260001;   57;       ;    407;1,067,095;  0.0;     ;  0.2;  0.4;   29;       ;    200;  545,884;  0.0;     ;  0.5;  0.4;   28;       ;    207;  521,053;  0.0;     ;  0.0;  0.3;   57;       ;    405;  542,053;  0.0;     ;  0.2;  0.3;    0;       ;      0;  188,403;     ;     ;     ;  0.6;    0;       ;      2;  253,427;     ;     ;     ;  0.3;    0;       ;      0;   46,751;     ;     ;     ;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      0;    3,694;     ;     ;     ;  0.4;    0;       ;      0;   30,704;     ;     ;     ;  0.4;    0;       ;      0;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;    3;       ;     49;  143,695;     ;     ;  2.0;  0.8;   11;       ;    131;  542,427;  0.0;     ;  0.8;  0.5;    0;       ;      0;    1,606;
010010040261001;  257;       ;    407;1,067,095;  0.4;     ;  0.2;  0.4;  120;       ;    200;  545,884;  0.8;     ;  0.5;  0.4;  137;       ;    207;  521,053;  0.0;     ;  0.0;  0.3;  255;       ;    405;  542,053;  0.4;     ;  0.2;  0.3;    0;       ;      0;  188,403;     ;     ;     ;  0.6;    2;       ;      2;  253,427;     ;     ;     ;  0.3;    0;       ;      0;   46,751;     ;     ;     ;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      0;    3,694;     ;     ;     ;  0.4;    0;       ;      0;   30,704;     ;     ;     ;  0.4;    0;       ;      0;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   33;       ;     49;  143,695;  3.0;     ;  2.0;  0.8;   84;       ;    131;  542,427;  1.2;     ;  0.8;  0.5;    0;       ;      0;    1,606;
010010040262004;   93;       ;    407;1,067,095;  0.0;     ;  0.2;  0.4;   51;       ;    200;  545,884;  0.0;     ;  0.5;  0.4;   42;       ;    207;  521,053;  0.0;     ;  0.0;  0.3;   93;       ;    405;  542,053;  0.0;     ;  0.2;  0.3;    0;       ;      0;  188,403;     ;     ;     ;  0.6;    0;       ;      2;  253,427;     ;     ;     ;  0.3;    0;       ;      0;   46,751;     ;     ;     ;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      0;    3,694;     ;     ;     ;  0.4;    0;       ;      0;   30,704;     ;     ;     ;  0.4;    0;       ;      0;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   13;       ;     49;  143,695;  0.0;     ;  2.0;  0.8;   36;       ;    131;  542,427;  0.0;     ;  0.8;  0.5;    0;       ;      0;    1,606;
010010040262006;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;     ;     ;     ;     ;     ;       ;       ;         ;
010011720220003;  456;       ;  3,413;1,067,095;  0.9;     ;  0.2;  0.4;  222;       ;  1,754;  545,884;  1.4;     ;  0.3;  0.4;  234;       ;  1,659;  521,053;  0.4;     ;  0.1;  0.3;  400;       ;  2,858;  542,053;  0.5;     ;  0.2;  0.3;   32;       ;    293;  188,403;  0.0;     ;  0.0;  0.6;    6;       ;     62;  253,427;     ;     ;  0.0;  0.3;    3;       ;     33;   46,751;     ;     ;  0.0;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      3;    3,694;     ;     ;     ;  0.4;   15;       ;    164;   30,704; 13.3;     ;  1.2;  0.4;    0;       ;      7;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   64;       ;    610;  143,695;  4.7;     ;  0.8;  0.8;  192;       ;  1,892;  542,427;  1.6;     ;  0.4;  0.5;    0;       ;      0;    1,606;
010011720221003;  978;       ;  3,413;1,067,095;  0.3;     ;  0.2;  0.4;  509;       ;  1,754;  545,884;  0.4;     ;  0.3;  0.4;  469;       ;  1,659;  521,053;  0.2;     ;  0.1;  0.3;  832;       ;  2,858;  542,053;  0.4;     ;  0.2;  0.3;   80;       ;    293;  188,403;  0.0;     ;  0.0;  0.6;   14;       ;     62;  253,427;  0.0;     ;  0.0;  0.3;    6;       ;     33;   46,751;     ;     ;  0.0;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    1;       ;      3;    3,694;     ;     ;     ;  0.4;   45;       ;    164;   30,704;  0.0;     ;  1.2;  0.4;    4;       ;      7;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;  170;       ;    610;  143,695;  1.2;     ;  0.8;  0.8;  515;       ;  1,892;  542,427;  0.6;     ;  0.4;  0.5;    0;       ;      0;    1,606;
010011720222004;   90;       ;  3,413;1,067,095;  0.0;     ;  0.2;  0.4;   46;       ;  1,754;  545,884;  0.0;     ;  0.3;  0.4;   44;       ;  1,659;  521,053;  0.0;     ;  0.1;  0.3;   72;       ;  2,858;  542,053;  0.0;     ;  0.2;  0.3;   10;       ;    293;  188,403;  0.0;     ;  0.0;  0.6;    4;       ;     62;  253,427;     ;     ;  0.0;  0.3;    0;       ;     33;   46,751;     ;     ;  0.0;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      3;    3,694;     ;     ;     ;  0.4;    4;       ;    164;   30,704;     ;     ;  1.2;  0.4;    0;       ;      7;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   12;       ;    610;  143,695;  0.0;     ;  0.8;  0.8;   67;       ;  1,892;  542,427;  0.0;     ;  0.4;  0.5;    0;       ;      0;    1,606;
010011720222006;   60;       ;  3,413;1,067,095;  0.0;     ;  0.2;  0.4;   32;       ;  1,754;  545,884;  0.0;     ;  0.3;  0.4;   28;       ;  1,659;  521,053;  0.0;     ;  0.1;  0.3;   51;       ;  2,858;  542,053;  0.0;     ;  0.2;  0.3;    7;       ;    293;  188,403;     ;     ;  0.0;  0.6;    0;       ;     62;  253,427;     ;     ;  0.0;  0.3;    0;       ;     33;   46,751;     ;     ;  0.0;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      3;    3,694;     ;     ;     ;  0.4;    2;       ;    164;   30,704;     ;     ;  1.2;  0.4;    0;       ;      7;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   16;       ;    610;  143,695;  0.0;     ;  0.8;  0.8;   45;       ;  1,892;  542,427;  0.0;     ;  0.4;  0.5;    0;       ;      0;    1,606;
010011720222007;   82;       ;  3,413;1,067,095;  0.0;     ;  0.2;  0.4;   46;       ;  1,754;  545,884;  0.0;     ;  0.3;  0.4;   36;       ;  1,659;  521,053;  0.0;     ;  0.1;  0.3;   72;       ;  2,858;  542,053;  0.0;     ;  0.2;  0.3;    3;       ;    293;  188,403;     ;     ;  0.0;  0.6;    5;       ;     62;  253,427;     ;     ;  0.0;  0.3;    1;       ;     33;   46,751;     ;     ;  0.0;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      3;    3,694;     ;     ;     ;  0.4;    1;       ;    164;   30,704;     ;     ;  1.2;  0.4;    0;       ;      7;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   14;       ;    610;  143,695;  0.0;     ;  0.8;  0.8;   42;       ;  1,892;  542,427;  0.0;     ;  0.4;  0.5;    0;       ;      0;    1,606;
010011720222008;   56;       ;  3,413;1,067,095;  0.0;     ;  0.2;  0.4;   27;       ;  1,754;  545,884;  0.0;     ;  0.3;  0.4;   29;       ;  1,659;  521,053;  0.0;     ;  0.1;  0.3;   40;       ;  2,858;  542,053;  0.0;     ;  0.2;  0.3;    9;       ;    293;  188,403;     ;     ;  0.0;  0.6;    1;       ;     62;  253,427;     ;     ;  0.0;  0.3;    0;       ;     33;   46,751;     ;     ;  0.0;  0.2;    0;       ;      0;    1,561;     ;     ;     ;  0.3;    0;       ;      3;    3,694;     ;     ;     ;  0.4;    6;       ;    164;   30,704;     ;     ;  1.2;  0.4;    0;       ;      7;   73,555;     ;     ;     ;  0.6;    0;       ;      0;      276;     ;     ;     ;  1.1;   14;       ;    610;  143,695;  0.0;     ;  0.8;  0.8;   49;       ;  1,892;  542,427;  0.0;     ;  0.4;  0.5;    0;       ;      0;    1,606;
